p1_class,p1_level,p1_hp,p1_ac,p1_avg_save,p2_class,p2_level,p2_hp,p2_ac,p2_avg_save,p3_class,p3_level,p3_hp,p3_ac,p3_avg_save,p4_class,p4_level,p4_hp,p4_ac,p4_avg_save,num_of_monsters,monster_name,monster_cr,monster_ac,monster_hp,dificulty
Sorcerer,5,36,13,3,Rogue,5,44,15,3,Bard,5,30,15,3,Paladin,5,52,16,3,1,Storm Giant,13.0,16,230,0.21604494889455314
Ranger,2,19,17,2,Warlock,2,17,12,2,Cleric,2,10,19,2,Druid,2,12,14,2,1,Spirit Naga,8.0,15,75,0.06784526518466656
Artificer,2,20,17,2,Fighter,2,13,17,2,Sorcerer,2,10,13,2,Bard,2,16,14,2,1,Shoosuva,8.0,14,136,0.0
Wizzard,2,12,12,2,Wizzard,2,10,14,2,Druid,2,13,11,2,Ranger,2,16,15,2,1,Hezrou,8.0,16,136,0.0
Bard,2,18,15,2,Paladin,2,16,17,2,Ranger,2,14,12,2,Druid,2,10,15,2,1,Howler,8.0,16,90,0.056572777614587066
Sorcerer,1,8,15,2,Rogue,1,6,16,2,Ranger,1,10,16,2,Monk,1,6,11,2,1,Gorgon,5.0,19,114,0.0
Druid,3,24,13,3,Sorcerer,3,16,13,3,Ranger,3,25,14,3,Wizzard,3,23,12,3,1,Drow House Captain,9.0,16,162,0.0
Warlock,1,8,12,2,Bard,1,10,13,2,Monk,1,9,12,2,Druid,1,8,11,2,1,Gorgon,5.0,19,114,0.0
Artificer,1,5,13,2,Warlock,1,5,14,2,Paladin,1,11,19,2,Barbarian,1,8,17,2,1,Air Elemental,5.0,15,90,0.0
Artificer,4,19,15,3,Fighter,4,42,18,3,Druid,4,31,11,3,Artificer,4,32,17,3,1,Death Slaad,10.0,18,170,0.0
Monk,3,23,10,3,Fighter,3,29,12,3,Cleric,3,22,14,3,Cleric,3,19,12,3,1,Champion,9.0,18,143,0.0
Cleric,1,9,20,2,Warlock,1,9,16,2,Barbarian,1,13,12,2,Sorcerer,1,7,13,2,1,Wraith,5.0,13,67,0.499308549032306
Ranger,3,22,17,3,Wizzard,3,14,14,3,Sorcerer,3,19,11,3,Fighter,3,30,14,3,1,Flind,9.0,16,127,0.0
Rogue,4,30,13,3,Rogue,4,37,13,3,Sorcerer,4,22,15,3,Paladin,4,40,16,3,1,Spring Eladrin,10.0,19,165,0.0
Sorcerer,1,5,13,2,Paladin,1,12,15,2,Druid,1,4,11,2,Bard,1,6,16,2,1,Minotaur Skeleton,2.0,12,67,0.7222222222222222
Ranger,3,35,16,3,Wizzard,3,12,12,3,Paladin,3,23,17,3,Paladin,3,34,19,3,1,Veteran,3.0,17,58,0.5730414828296053
Druid,1,11,15,2,Ranger,1,6,13,2,Bard,1,8,12,2,Bard,1,6,12,2,4,Death Dog,1.0,12,39,0.0
Paladin,2,19,19,2,Rogue,2,14,17,2,Sorcerer,2,10,10,2,Fighter,2,20,16,2,1,Winter Wolf,3.0,13,75,0.6660540239487608
Ranger,4,43,16,3,Rogue,4,38,17,3,Wizzard,4,30,13,3,Rogue,4,31,14,3,1,Hobgoblin Warlord,6.0,20,97,0.3999202382280921
Sorcerer,5,34,11,3,Artificer,5,32,12,3,Druid,5,34,11,3,Artificer,5,25,12,3,10,Warhorse Skeleton,0.5,13,22,0.4861989159711369
Sorcerer,4,31,14,3,Ranger,4,43,17,3,Rogue,4,23,17,3,Artificer,4,29,14,3,4,Allosaurus,2.0,13,51,0.4796429877398355
Paladin,4,44,19,3,Rogue,4,21,16,3,Bard,4,30,15,3,Ranger,4,34,17,3,10,Grung,0.25,12,11,0.48834957723990424
Druid,4,25,14,3,Paladin,4,42,14,3,Artificer,4,27,18,3,Artificer,4,26,15,3,11,Duergar Soulblade,1.0,14,27,0.0
Barbarian,3,29,13,3,Ranger,3,33,17,3,Artificer,3,26,13,3,Artificer,3,19,16,3,4,White Dragon Wyrmling,2.0,16,32,0.0
Monk,4,25,15,3,Artificer,4,35,12,3,Rogue,4,20,17,3,Rogue,4,34,14,3,10,Crab,0.0,11,2,1.0
Paladin,5,57,14,3,Druid,5,30,13,3,Monk,5,39,10,3,Artificer,5,37,12,3,10,Scout,0.5,13,16,0.0
Rogue,4,24,14,3,Druid,4,39,11,3,Cleric,4,32,17,3,Artificer,4,38,14,3,2,Deathlock Mastermind,8.0,13,110,0.6069019127879711
Artificer,2,21,18,2,Rogue,2,10,14,2,Druid,2,17,12,2,Rogue,2,16,13,2,10,Scout,0.5,13,16,0.0
Monk,1,9,15,2,Artificer,1,8,16,2,Paladin,1,10,19,2,Artificer,1,9,12,2,10,Dolphin,0.125,12,11,0.0
Paladin,1,13,18,2,Monk,1,9,14,2,Warlock,1,6,14,2,Artificer,1,9,13,2,1,Allosaurus,2.0,13,51,0.13032227711126793
Cleric,5,32,14,3,Artificer,5,35,13,3,Ranger,5,48,15,3,Paladin,5,41,19,3,3,Grell,3.0,12,55,0.9195018857451377
Barbarian,1,10,14,2,Sorcerer,1,7,15,2,Monk,1,8,13,2,Artificer,1,10,13,2,1,Succubus,4.0,15,66,0.8290076335877862
Bard,4,25,16,3,Barbarian,4,38,17,3,Bard,4,34,16,3,Rogue,4,25,12,3,10,Giant Sea Horse,0.5,13,16,0.6309426905606651
Barbarian,5,52,15,3,Barbarian,5,49,12,3,Rogue,5,41,14,3,Artificer,5,28,16,3,10,Gnoll,0.5,15,22,0.9374008668874312
Paladin,5,47,18,3,Sorcerer,5,24,11,3,Fighter,5,47,19,3,Monk,5,30,11,3,1,Giant Shark,5.0,13,126,0.9537883893328197
Fighter,4,25,17,3,Monk,4,37,10,3,Wizzard,4,23,13,3,Monk,4,37,15,3,10,Young Kruthik,0.125,16,9,0.5590687004874647
Druid,5,50,13,3,Cleric,5,25,14,3,Artificer,5,37,16,3,Barbarian,5,45,17,3,10,Darkmantle,0.5,11,22,0.9289426424775516
Rogue,4,22,14,3,Artificer,4,23,15,3,Sorcerer,4,19,14,3,Rogue,4,36,12,3,5,Hunter Shark,2.0,12,45,0.5166468722903708
Ranger,1,10,13,2,Cleric,1,7,17,2,Paladin,1,9,14,2,Druid,1,8,12,2,2,Ogre Howdah,2.0,15,59,0.0
Barbarian,5,55,14,3,Cleric,5,27,13,3,Paladin,5,45,15,3,Wizzard,5,33,12,3,1,Faerie Dragon (Red),1.0,15,14,1.0
Monk,4,31,16,3,Ranger,4,34,13,3,Druid,4,37,11,3,Fighter,4,46,15,3,1,Revenant,5.0,13,136,0.6183318351323449
Ranger,4,43,15,3,Paladin,4,41,16,3,Artificer,4,26,15,3,Ranger,4,39,13,3,10,Male Steeder,0.25,12,13,0.0
Ranger,3,22,16,3,Cleric,3,20,14,3,Ranger,3,30,14,3,Cleric,3,23,17,3,5,Will-o'-Wisp,2.0,19,22,0.39607287439193667
Warlock,1,7,16,2,Warlock,1,7,15,2,Monk,1,7,14,2,Ranger,1,11,17,2,2,Myconid Sovereign,2.0,13,60,0.0
Artificer,3,18,18,3,Cleric,3,24,15,3,Cleric,3,26,15,3,Cleric,3,15,17,3,1,Flesh Golem,5.0,9,93,0.8115506457639509
Druid,4,24,16,3,Rogue,4,40,16,3,Warlock,4,21,13,3,Rogue,4,29,12,3,1,Gray Slaad,9.0,18,127,0.6949156009743473
Paladin,5,32,16,3,Monk,5,43,12,3,Paladin,5,49,19,3,Bard,5,32,13,3,1,White Abishai,6.0,15,68,0.980384442125551
Paladin,5,49,14,3,Ranger,5,54,15,3,Bard,5,49,16,3,Fighter,5,54,13,3,10,Gazer,0.5,13,13,0.7004417732573074
Druid,4,24,13,3,Rogue,4,34,11,3,Warlock,4,19,15,3,Barbarian,4,48,14,3,10,Owl,0.0,11,1,0.7314988655458895
Warlock,4,36,14,3,Paladin,4,37,19,3,Wizzard,4,29,10,3,Monk,4,33,15,3,3,Mummy,3.0,11,58,0.32587730713572594
Bard,4,26,13,3,Druid,4,28,16,3,Artificer,4,37,12,3,Warlock,4,32,14,3,3,Gnoll Pack Lord,2.0,15,49,0.0
Monk,3,30,10,3,Bard,3,21,14,3,Ranger,3,34,15,3,Monk,3,18,12,3,10,Shadow,0.5,12,16,0.0
Paladin,1,12,14,2,Barbarian,1,12,15,2,Monk,1,7,12,2,Druid,1,10,11,2,1,Lizard King,4.0,15,78,0.48788759689922484
Monk,3,17,13,3,Artificer,3,23,17,3,Bard,3,28,14,3,Ranger,3,29,14,3,1,Gelatinous Cube,2.0,6,84,0.8324666253039811
Wizzard,1,9,10,2,Monk,1,10,14,2,Wizzard,1,5,12,2,Barbarian,1,13,16,2,10,Baboon,0.0,12,3,1.0
Fighter,4,39,14,3,Rogue,4,31,15,3,Warlock,4,30,13,3,Cleric,4,24,18,3,4,Kobold Scale Sorcerer,1.0,15,27,0.7386234124209501
Warlock,4,23,13,3,Monk,4,25,12,3,Barbarian,4,44,17,3,Fighter,4,37,15,3,2,Young Bronze Dragon,8.0,18,142,0.0
Bard,3,26,15,3,Sorcerer,3,15,11,3,Cleric,3,19,18,3,Sorcerer,3,12,14,3,1,Choldrith,3.0,15,66,0.8136460551149668
Paladin,5,46,15,3,Druid,5,34,15,3,Rogue,5,39,14,3,Warlock,5,36,14,3,5,Gold Dragon Wyrmling,3.0,17,60,0.0
Sorcerer,3,17,10,3,Fighter,3,20,16,3,Rogue,3,21,12,3,Druid,3,27,16,3,2,Maurezhi,7.0,15,88,0.13074448793431953
Fighter,1,11,17,2,Bard,1,10,12,2,Fighter,1,13,12,2,Barbarian,1,14,15,2,1,Gibbering Mouther,2.0,9,67,0.8327945611514516
Ranger,5,49,13,3,Warlock,5,40,16,3,Rogue,5,28,14,3,Rogue,5,34,12,3,6,Clockwork Bronze Scout,1.0,13,36,0.15571012820007177
Warlock,4,26,12,3,Druid,4,28,14,3,Cleric,4,30,14,3,Cleric,4,27,14,3,1,Chain Devil,8.0,16,85,0.0
Monk,1,8,13,2,Wizzard,1,3,14,2,Paladin,1,6,15,2,Bard,1,11,16,2,1,Sea Hag,2.0,14,52,0.7882395382395382
Fighter,3,20,15,3,Warlock,3,27,11,3,Ranger,3,30,16,3,Fighter,3,18,16,3,1,Chimera,6.0,14,114,0.0
Druid,1,7,12,2,Artificer,1,6,16,2,Druid,1,5,16,2,Wizzard,1,6,11,2,10,Swarm of Centipedes,0.5,12,22,0.0
Wizzard,1,4,14,2,Barbarian,1,13,14,2,Monk,1,10,15,2,Warlock,1,4,11,2,1,Berbalang,2.0,14,49,0.7998251748251748
Ranger,5,41,15,3,Warlock,5,43,16,3,Artificer,5,49,14,3,Rogue,5,37,11,3,3,Hill Giant,5.0,13,105,0.0
Barbarian,2,25,14,2,Sorcerer,2,6,10,2,Fighter,2,16,15,2,Monk,2,14,15,2,2,Vegepygmy Chief,2.0,14,33,0.9718140510311082
Artificer,2,21,13,2,Fighter,2,15,16,2,Sorcerer,2,9,12,2,Monk,2,14,12,2,2,Leucrotta,3.0,14,67,0.6322383498854087
Monk,5,36,11,3,Bard,5,45,14,3,Cleric,5,46,14,3,Artificer,5,45,14,3,1,Efreeti,11.0,17,200,1.0
Rogue,3,19,14,3,Cleric,3,23,14,3,Warlock,3,29,14,3,Fighter,3,29,16,3,10,Aarakocra,0.25,12,13,0.3890756141502561
Fighter,5,49,16,3,Artificer,5,35,16,3,Warlock,5,44,16,3,Wizzard,5,30,11,3,5,Black Dragon Wyrmling,2.0,17,33,0.08596300457186112
Ranger,1,10,15,2,Ranger,1,8,17,2,Cleric,1,6,19,2,Fighter,1,12,12,2,3,Meazel,1.0,13,35,0.0
Wizzard,5,22,13,3,Paladin,5,53,18,3,Paladin,5,53,14,3,Rogue,5,34,16,3,2,Blue Dragon Wyrmling,3.0,17,52,0.8188748364024044
Paladin,3,30,18,3,Bard,3,20,16,3,Cleric,3,25,18,3,Paladin,3,35,14,3,10,Elk,0.25,10,13,0.037738468428123596
Bard,5,29,14,3,Sorcerer,5,36,13,3,Barbarian,5,63,14,3,Warlock,5,38,15,3,10,Acolyte,0.25,10,9,1.0
Paladin,2,20,17,2,Barbarian,2,15,15,2,Paladin,2,16,17,2,Bard,2,13,15,2,10,Tortle,0.25,17,22,0.0
Artificer,3,28,18,3,Warlock,3,20,13,3,Wizzard,3,15,15,3,Bard,3,29,16,3,10,Dolphin,0.125,12,11,0.07959744863947639
Artificer,3,22,17,3,Paladin,3,22,15,3,Monk,3,24,12,3,Sorcerer,3,20,12,3,1,Medusa,6.0,15,127,0.9434175782723503
Monk,1,6,11,2,Ranger,1,11,16,2,Paladin,1,5,15,2,Monk,1,6,15,2,10,Smoke Mephit,0.25,12,22,0.0
Druid,4,22,13,3,Druid,4,28,12,3,Druid,4,28,16,3,Ranger,4,40,13,3,2,Succubus,4.0,15,66,1.0
Cleric,3,27,15,3,Ranger,3,31,14,3,Cleric,3,19,15,3,Wizzard,3,20,12,3,1,Swashbuckler,3.0,17,66,0.9196655794183006
Cleric,3,18,14,3,Cleric,3,19,20,3,Cleric,3,20,13,3,Fighter,3,18,17,3,10,Kuo-toa,0.25,13,18,0.5064799481604146
Rogue,4,30,11,3,Fighter,4,31,19,3,Druid,4,24,12,3,Artificer,4,24,13,3,10,Satyr,0.5,14,31,0.8988626217926324
Druid,1,11,11,2,Ranger,1,8,16,2,Bard,1,8,13,2,Cleric,1,7,15,2,10,Firenewt Warrior,0.5,13,27,0.0
Cleric,4,28,12,3,Paladin,4,36,14,3,Warlock,4,35,12,3,Ranger,4,39,15,3,10,Guard,0.125,16,11,0.0
Warlock,2,17,13,2,Warlock,2,15,11,2,Paladin,2,13,15,2,Artificer,2,18,17,2,1,Chimera,6.0,14,114,0.0
Artificer,4,29,16,3,Paladin,4,32,18,3,Warlock,4,29,13,3,Ranger,4,26,17,3,1,Peryton,2.0,13,33,1.0
Monk,1,5,13,2,Ranger,1,10,17,2,Ranger,1,12,15,2,Monk,1,7,14,2,1,Deinonychus,1.0,13,26,0.8416289592760181
Bard,3,17,15,3,Ranger,3,27,17,3,Fighter,3,30,15,3,Barbarian,3,22,16,3,1,Drow Mage,7.0,12,45,0.5478640262151262
Paladin,5,44,14,3,Sorcerer,5,23,14,3,Ranger,5,47,17,3,Sorcerer,5,40,12,3,7,Poltergeist,2.0,12,22,0.7986868030486026
Artificer,1,9,14,2,Artificer,1,5,12,2,Bard,1,10,13,2,Rogue,1,7,12,2,10,Stirge,0.125,14,2,0.0
Sorcerer,1,4,11,2,Warlock,1,6,16,2,Paladin,1,11,18,2,Rogue,1,10,16,2,1,Hobgoblin Devastator,4.0,13,45,0.0
Bard,1,10,12,2,Artificer,1,9,13,2,Bard,1,7,15,2,Cleric,1,11,13,2,10,Giant Wolf Spider,0.25,13,11,0.0
Sorcerer,4,21,11,3,Cleric,4,34,19,3,Rogue,4,28,11,3,Druid,4,36,13,3,10,Rat,0.0,10,1,1.0
Monk,2,11,10,2,Bard,2,14,12,2,Rogue,2,12,11,2,Druid,2,13,12,2,10,Mastiff,0.125,12,5,0.6231919048693242
Cleric,2,17,15,2,Wizzard,2,16,14,2,Druid,2,15,16,2,Druid,2,16,13,2,2,Banshee,4.0,12,58,0.9015231092436975
Warlock,5,39,15,3,Monk,5,43,14,3,Paladin,5,46,14,3,Barbarian,5,57,14,3,3,Ankylosaurus,3.0,15,68,0.7628391069479336
Rogue,4,37,14,3,Ranger,4,38,13,3,Artificer,4,25,16,3,Sorcerer,4,26,13,3,10,Sacred Statue,-1.0,19,95,0.0
Fighter,5,40,16,3,Artificer,5,44,18,3,Wizzard,5,40,14,3,Sorcerer,5,36,14,3,1,Allip,5.0,13,40,1.0
Ranger,1,11,12,2,Warlock,1,8,11,2,Ranger,1,12,14,2,Paladin,1,5,17,2,10,Vulture,0.0,10,5,0.0
Monk,4,41,14,3,Fighter,4,37,19,3,Sorcerer,4,27,11,3,Warlock,4,29,13,3,10,Lizardfolk,0.5,15,22,0.5224962432770697
Wizzard,5,30,15,3,Rogue,5,36,15,3,Rogue,5,36,11,3,Cleric,5,36,15,3,1,Faerie Dragon (Red),1.0,15,14,1.0
Warlock,2,13,16,2,Sorcerer,2,13,15,2,Wizzard,2,11,10,2,Wizzard,2,17,11,2,2,Gnoll Pack Lord,2.0,15,49,0.0
Sorcerer,2,10,10,2,Rogue,2,12,12,2,Paladin,2,15,16,2,Artificer,2,19,17,2,2,Grung Elite Warrior,2.0,13,49,0.5882049326214087
Wizzard,4,30,14,3,Artificer,4,22,17,3,Barbarian,4,53,14,3,Ranger,4,33,13,3,1,Mindwitness,5.0,15,75,0.7873831644381495
Wizzard,2,12,10,2,Fighter,2,18,15,2,Bard,2,18,12,2,Warlock,2,10,15,2,2,Ogre Howdah,2.0,15,59,0.11268343815513625
Ranger,2,16,14,2,Ranger,2,20,16,2,Wizzard,2,10,15,2,Sorcerer,2,17,12,2,10,Apprentice Wizard,0.25,10,13,0.0
Warlock,4,27,13,3,Barbarian,4,32,16,3,Cleric,4,40,19,3,Wizzard,4,32,10,3,2,Banderhobb,5.0,15,84,0.0
Ranger,4,31,12,3,Fighter,4,38,12,3,Sorcerer,4,22,15,3,Artificer,4,40,15,3,2,Troll,5.0,15,84,0.0
Monk,4,42,13,3,Rogue,4,23,14,3,Paladin,4,46,17,3,Bard,4,30,15,3,2,Ogre Zombie,2.0,8,85,0.8640756972251123
Barbarian,5,54,14,3,Paladin,5,44,14,3,Ranger,5,57,13,3,Warlock,5,40,16,3,14,Imp,1.0,13,10,0.11825619177037167
Warlock,2,19,15,2,Monk,2,16,11,2,Barbarian,2,23,12,2,Sorcerer,2,16,13,2,10,Troglodyte,0.25,11,13,0.0
Warlock,5,48,15,3,Barbarian,5,49,15,3,Barbarian,5,64,14,3,Druid,5,42,16,3,10,Cockatrice,0.5,11,27,0.9727643280632411
Barbarian,3,36,14,3,Rogue,3,23,13,3,Barbarian,3,32,15,3,Paladin,3,23,17,3,6,Quickling,1.0,16,10,0.7651265930288905
Monk,2,14,13,2,Druid,2,19,15,2,Paladin,2,21,14,2,Paladin,2,21,18,2,2,Veteran,3.0,17,58,0.0
Cleric,4,39,20,3,Paladin,4,24,14,3,Ranger,4,29,15,3,Ranger,4,35,15,3,11,Duergar,1.0,16,26,0.0
Wizzard,2,9,11,2,Cleric,2,16,16,2,Warlock,2,19,15,2,Rogue,2,12,14,2,1,Master Thief,5.0,16,84,0.0
Druid,4,28,15,3,Warlock,4,17,14,3,Barbarian,4,48,16,3,Rogue,4,30,17,3,5,Hobgoblin Iron Shadow,2.0,15,32,0.31742492146375856
Warlock,2,15,14,2,Druid,2,14,11,2,Ranger,2,15,16,2,Ranger,2,21,17,2,1,Hobgoblin Devastator,4.0,13,45,0.2641509433962264
Fighter,3,27,17,3,Artificer,3,23,15,3,Paladin,3,35,19,3,Artificer,3,25,15,3,7,Vargouille,1.0,12,18,0.6562818564461947
Fighter,4,35,12,3,Wizzard,4,29,11,3,Artificer,4,30,15,3,Bard,4,32,15,3,10,Guard,0.125,16,11,0.0
Sorcerer,4,15,15,3,Artificer,4,34,12,3,Paladin,4,33,16,3,Rogue,4,34,13,3,10,Magma Mephit,0.5,11,22,0.17116704805491992
Paladin,4,34,14,3,Fighter,4,34,13,3,Bard,4,23,14,3,Ranger,4,37,15,3,10,Violet Fungus,0.25,5,18,0.6638780597889956
Wizzard,5,23,11,3,Ranger,5,37,17,3,Artificer,5,39,17,3,Bard,5,44,16,3,2,Archmage,12.0,12,99,0.0
Sorcerer,1,6,10,2,Ranger,1,10,15,2,Ranger,1,12,14,2,Bard,1,10,12,2,10,Mule,0.125,10,11,0.0
Artificer,2,15,16,2,Paladin,2,14,16,2,Bard,2,14,13,2,Cleric,2,19,19,2,4,Brown Bear,1.0,11,34,0.0
Ranger,2,16,14,2,Paladin,2,23,19,2,Cleric,2,14,18,2,Sorcerer,2,9,10,2,1,Tlincalli,5.0,15,85,0.6556489564307396
Fighter,2,15,19,2,Sorcerer,2,14,14,2,Artificer,2,20,18,2,Wizzard,2,10,10,2,1,Shadar-kai Shadow Dancer,7.0,15,71,0.0
Monk,4,32,16,3,Monk,4,32,16,3,Cleric,4,20,15,3,Bard,4,25,14,3,2,Meazel,1.0,13,35,0.8655225409836066
Warlock,5,46,15,3,Artificer,5,29,16,3,Bard,5,45,15,3,Cleric,5,39,12,3,2,Grung Wildling,1.0,16,27,0.9818383371132217
Wizzard,1,5,10,2,Wizzard,1,7,13,2,Ranger,1,8,17,2,Paladin,1,7,17,2,10,Stench Kow,0.5,10,15,0.0
Warlock,1,5,15,2,Sorcerer,1,7,10,2,Sorcerer,1,7,11,2,Cleric,1,5,20,2,1,Illusionist Wizard,3.0,12,44,0.0
Monk,4,24,12,3,Rogue,4,31,16,3,Monk,4,27,14,3,Rogue,4,27,14,3,2,Tanarukk,5.0,14,95,0.023461150353178608
Bard,4,38,15,3,Paladin,4,34,16,3,Monk,4,30,11,3,Paladin,4,34,19,3,10,Stench Kow,0.5,10,15,0.0
Sorcerer,4,19,13,3,Rogue,4,21,14,3,Monk,4,35,11,3,Fighter,4,37,15,3,1,Weretiger,4.0,12,120,0.9451375650436845
Sorcerer,2,9,10,2,Monk,2,16,11,2,Fighter,2,18,13,2,Monk,2,14,14,2,1,Bone Naga (Spirit),4.0,15,58,0.743468096809681
Wizzard,2,16,14,2,Druid,2,19,11,2,Warlock,2,13,14,2,Ranger,2,15,14,2,2,Neogi,3.0,15,33,0.0
Monk,5,37,13,3,Paladin,5,49,17,3,Wizzard,5,34,13,3,Fighter,5,50,13,3,10,Stirge,0.125,14,2,0.8948709909703934
Rogue,3,18,12,3,Barbarian,3,29,13,3,Druid,3,20,13,3,Cleric,3,23,16,3,10,Octopus,0.0,12,3,0.0
Ranger,2,18,12,2,Paladin,2,17,19,2,Fighter,2,16,19,2,Rogue,2,13,14,2,10,Swarm of Ravens,0.25,12,24,0.0
Artificer,2,15,17,2,Paladin,2,19,17,2,Druid,2,11,16,2,Sorcerer,2,12,15,2,10,Deep Rothé,0.25,10,13,0.0
Fighter,5,43,16,3,Rogue,5,49,11,3,Fighter,5,49,13,3,Ranger,5,43,17,3,3,Dybbuk,4.0,14,37,0.8436087781927736
Barbarian,4,44,16,3,Ranger,4,47,17,3,Monk,4,24,13,3,Warlock,4,32,16,3,1,Blackguard,8.0,18,119,0.511089608489706
Fighter,4,32,17,3,Wizzard,4,28,15,3,Artificer,4,21,16,3,Cleric,4,22,13,3,1,Shoosuva,8.0,14,136,0.6148887742294336
Cleric,5,29,17,3,Wizzard,5,21,11,3,Rogue,5,45,12,3,Fighter,5,50,15,3,10,Swarm of Insects,0.5,12,22,0.31941676993551427
Monk,2,17,10,2,Rogue,2,17,17,2,Paladin,2,17,14,2,Sorcerer,2,16,11,2,2,Giff,3.0,16,60,0.0
Barbarian,2,25,12,2,Paladin,2,17,14,2,Rogue,2,11,16,2,Warlock,2,13,13,2,3,Maw Demon,1.0,13,33,0.5434831399698442
